Id,Rating
1,3.359448731494601
2,1.9227021846832346
3,3.75921767879224
4,4.1381745900577
5,3.0187281831863912
6,1.3569542057022972
7,3.881786584892628
8,4.325565410644484
9,3.4388938525483717
10,4.121080009016257
11,2.3861148438884294
12,2.993612395561121
13,4.090928296546161
14,3.608267545044638
15,4.282601683063579
16,3.5506358664465454
17,3.521841972588679
18,3.115130736507813
19,4.723813257733294
20,2.2031022466545025
21,3.8126010278180513
22,2.856740804587464
23,2.5654725789056236
24,4.098465044996807
25,3.310948281418967
26,3.5594118355846205
27,3.230521931083843
28,2.8803712036055353
29,3.962431427157832
30,3.027006103773449
31,3.6820761235525317
32,3.24954418326557
33,3.4301128228204174
34,3.8506247143304986
35,4.295000702920545
36,2.7123657768717324
37,2.6707151419146404
38,2.3872418483200644
39,3.5398966484959233
40,4.459105887163792
41,3.40167067424461
42,1.5070600646543941
43,4.139928969503482
44,3.0486405110956842
45,3.6431569239596167
46,3.7633247722118854
47,2.9305371927900317
48,2.757009515687093
49,2.780673907212677
50,3.476668673983504
51,2.7992561259502207
52,2.5992996623453357
53,4.097523691859076
54,4.327649008742734
55,3.382846558556668
56,3.3214187022924944
57,3.321289771776148
58,3.4159094936026038
59,3.8912518816023467
60,3.4606085925425707
61,4.30313840533868
62,3.02044167090813
63,1.7053600953010046
64,2.860731232263818
65,4.156680418394674
66,2.36457341272573
67,4.4526057147707965
68,0.9148508809940238
69,3.7256003052108273
70,2.9288619190246705
71,2.361626688622057
72,3.3653876377800755
73,3.681801894320066
74,3.322638959869721
75,1.5286688300906754
76,4.560339905483044
77,3.6617545259409754
78,2.6024809989259237
79,4.513528647770225
80,4.444104453299424
81,4.603877267809936
82,3.164746553776685
83,3.548720885894307
84,3.7608134070834716
85,3.965698406931925
86,4.550792117798925
87,3.6937579304509436
88,3.11933503279008
89,4.80470857725628
90,4.122309762761222
91,2.88000636484888
92,4.115730555837418
93,4.429892153831687
94,4.19356430318867
95,3.6915379340136063
96,2.2744419884143423
97,3.553792943425033
98,3.75531542251301
99,3.9449157433604323
100,3.7145979660962025
101,4.1146413458289395
102,3.257973901619206
103,4.540193767550857
104,4.198165086517993
105,4.196507245033713
106,4.162105803795338
107,4.09126161741867
108,2.9161018661963483
109,4.051803766622659
110,4.462857926550584
111,1.7672796282199694
112,4.230609070136716
113,4.658566227024301
114,3.6079654057753396
115,4.315794309251777
116,2.7651799224556113
117,4.5641436439069105
118,4.102197813222744
119,4.206276682497357
120,3.3620735504728967
121,3.708533886711416
122,2.929767944856159
123,4.198924101798792
124,3.8607684319489435
125,4.967132152352534
126,3.8964476023340624
127,2.9873769745575065
128,2.5998578458912105
129,3.525295217908218
130,3.9222359286940582
131,3.2050753413848985
132,4.4593305054565615
133,3.918134160163559
134,2.515323504809523
135,3.9456752820084775
136,3.911036807652011
137,3.6520827690498843
138,4.237757443025701
139,4.065346049320072
140,3.824320547000491
141,2.963597671679961
142,4.244045029320665
143,3.926941663897487
144,3.999767970759921
145,3.694590478856879
146,3.8990251191526752
147,4.062103588642386
148,3.7234911857170805
149,3.8214961169346835
150,3.5813217758787994
151,3.977457765223752
152,4.803598721083366
153,4.025103133828358
154,2.037599935497979
155,4.291832336025399
156,3.926995969491196
157,3.736213045134271
158,3.309488361722294
159,2.2550331874687113
160,1.954375734555683
161,4.368970238487444
162,4.3542050516079716
163,2.479542641359902
164,3.3595358342066945
165,3.8384814422242655
166,2.53057190507786
167,2.945178365370198
168,3.953804507236861
169,4.262836079058335
170,3.1388661595646394
171,2.383010394928527
172,3.758679076962071
173,4.040671888568874
174,3.6262244135453416
175,3.469266055788646
176,2.821071188416667
177,3.6412202181176125
178,3.2543812240614196
179,2.6077382063485657
180,3.516874055326034
181,3.5244628290076667
182,3.795294133070548
183,3.536218414031934
184,3.8601487339727347
185,4.361032887690246
186,3.233562774182119
187,4.691608659792059
188,4.351491050679835
189,3.151795453307971
190,4.079805503038796
191,4.234436603254289
192,3.61759133206874
193,3.9573901569320578
194,2.7246425303186657
195,2.8205297674924803
196,3.237689746249469
197,4.041707745451711
198,2.948931197405251
199,2.451349164214361
200,2.491027466840636
201,1.9951111934673427
202,3.3217500468904912
203,4.642866207551682
204,3.456511522414839
205,4.037098770614469
206,3.520682370672928
207,4.085609425757184
208,4.2859248489025115
209,2.4438302365051734
210,3.0026747426811657
211,4.3441978282629385
212,3.2822943699973655
213,4.229931899082574
214,3.8198213993881893
215,3.524099140437148
216,4.062598045741732
217,4.595082940256392
218,3.507521567331885
219,3.8749438218320935
220,4.854842909531951
221,2.8743493397438042
222,3.508650745838761
223,3.57696095282906
224,3.76697883882819
225,2.1351205426296476
226,2.5771546617356877
227,4.552759205196923
228,3.037662337805901
229,4.735739779510411
230,2.8139037579914676
231,3.322423044047696
232,3.7110900103547664
233,3.3031357942543806
234,4.247860351712288
235,4.55735667454162
236,3.7384353132817294
237,4.297838856691841
238,4.3249485277514435
239,3.3891810711161425
240,3.204434979893214
241,3.6023690689202343
242,3.6105309962852146
243,3.0032250237186444
244,4.600094809202571
245,4.159570254373377
246,2.988468185628861
247,3.204834952290588
248,3.1043655829163868
249,4.21183980447525
250,2.8968105408501876
251,4.467528264273062
252,4.03008359381373
253,2.764597699268828
254,2.9962143615268872
255,4.092570674649751
256,4.310073838121528
257,4.783059079810599
258,3.5501509526494197
259,3.667638816006872
260,4.692625469051655
261,2.6257058611420274
262,3.514163766864631
263,2.9074644187208505
264,3.971602665929052
265,4.297247129236206
266,2.218378469932729
267,3.8573872318563858
268,4.01100217677986
269,3.2708863137733393
270,2.8705385015448415
271,2.8497118550741996
272,4.29254970650937
273,3.386051903277769
274,4.901763169894034
275,2.779144881133351
276,2.8771639031127574
277,4.312913085304649
278,4.421383727365483
279,4.193484597949533
280,3.8455036501449005
281,3.738168802700052
282,2.9118014088939645
283,4.234075862698315
284,4.059409368905037
285,4.142832979564687
286,3.055598644433252
287,4.1372630596280535
288,4.241566026009265
289,3.0459178161775555
290,4.536401644506284
291,4.607083479999847
292,3.6344287316047885
293,3.298251817050384
294,3.811441514531439
295,3.583373692250387
296,2.2947114543056912
297,4.992465902882639
298,3.7920873723668396
299,3.712298635521049
300,3.9859611621425737
301,3.6724822008685876
302,2.1334344400740863
303,3.618085187881936
304,1.949608199512157
305,2.6253656924909174
306,0.8580625981639489
307,3.50012432356794
308,3.476891939063411
309,3.253040509092784
310,2.560228129584053
311,3.44244048406568
312,3.403130073431154
313,3.9044067166623777
314,3.066849188626323
315,2.0008772511204507
316,4.794091731897584
317,3.813524242146026
318,4.178622394265569
319,4.00058562352493
320,4.113027944042095
321,3.87609201115494
322,3.1044996176291813
323,2.766779705854463
324,3.50306526216039
325,2.991012941917021
326,3.476760916497592
327,4.144960355637169
328,4.178193095723183
329,3.8680197523398268
330,4.512473924964301
331,4.331761172348115
332,4.340586395824274
333,2.9118529689240504
334,2.625654917849563
335,2.7318596064323524
336,4.144757748393368
337,2.655552372802123
338,3.9641898198763648
339,1.4478731609678757
340,3.5920902640291357
341,3.5620126566413184
342,2.890418272025034
343,3.8029984185605885
344,4.35599287830095
345,3.3162148398097893
346,3.4794663775917662
347,3.877102272221228
348,4.221596192569088
349,3.2281089415817763
350,4.2879946809271745
351,3.0903200377376945
352,1.457915089324138
353,3.9254899206453793
354,3.890664295352952
355,3.656431040966275
356,4.06910791332506
357,2.240290539251078
